Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,150.6999969482422,150.6999969482422,143.38999938964844,145.10000610351562,144.9107208251953,8835200
2019-06-04,146.0500030517578,150.9199981689453,142.50999450683594,150.80999755859375,150.61325073242188,12375100
2019-06-05,157.14999389648438,158.5,154.5500030517578,158.44000244140625,158.23330688476562,12072400
2019-06-06,158.5,160.0,157.3300018310547,159.30999755859375,159.1021728515625,5601200
2019-06-07,159.83999633789062,162.99000549316406,159.5,161.27000427246094,161.0596160888672,7175300
2019-06-10,153.47999572753906,157.4499969482422,150.8300018310547,152.7899932861328,152.59066772460938,29856300
2019-06-11,155.30999755859375,155.7100067138672,148.7899932861328,150.14999389648438,149.95411682128906,15214300
2019-06-12,151.11000061035156,152.32000732421875,150.14999389648438,151.27999877929688,151.0826416015625,7161300
2019-06-13,152.16000366210938,152.24000549316406,150.25,151.33999633789062,151.14256286621094,5173800
2019-06-14,151.0399932861328,151.97999572753906,149.47999572753906,150.00999450683594,149.81430053710938,6248200
2019-06-17,150.1999969482422,151.27999877929688,149.8699951171875,150.2899932861328,150.09393310546875,4491800
2019-06-18,151.8800048828125,152.9499969482422,150.5,150.58999633789062,150.39353942871094,7317800
2019-06-19,151.69000244140625,154.47000122070312,150.50999450683594,154.13999938964844,153.9389190673828,8095300
2019-06-20,156.2899932861328,158.2899932861328,155.4199981689453,157.1999969482422,156.9949188232422,10153600
2019-06-21,156.6699981689453,157.7899932861328,155.94000244140625,156.83999633789062,156.63539123535156,9706900
2019-06-24,157.38999938964844,157.72999572753906,152.50999450683594,152.55999755859375,152.36097717285156,6378200
2019-06-25,152.8300018310547,152.97000122070312,148.58999633789062,149.33999633789062,149.14517211914062,7362500
2019-06-26,151.27999877929688,151.3800048828125,148.9199981689453,149.0399932861328,148.84556579589844,5844900
2019-06-27,149.88999938964844,150.75999450683594,148.47000122070312,150.69000244140625,150.49342346191406,6832800
2019-06-28,150.4199981689453,151.77000427246094,149.60000610351562,151.72999572753906,151.5320587158203,6936600
2019-07-01,154.57000732421875,154.74000549316406,151.85000610351562,154.05999755859375,153.8590087890625,6476400
2019-07-02,154.2899932861328,154.36000061035156,152.5800018310547,154.1199951171875,153.91893005371094,4736300
2019-07-03,154.5399932861328,155.75,154.16000366210938,155.58999633789062,155.38702392578125,3885400
2019-07-05,153.9499969482422,154.80999755859375,152.57000732421875,154.5800018310547,154.3783416748047,3940900
2019-07-08,153.52000427246094,153.69000244140625,152.0399932861328,152.80999755859375,152.6106414794922,4717400
2019-07-09,152.0800018310547,154.19000244140625,151.67999267578125,153.9499969482422,153.74916076660156,4979100
2019-07-10,154.57000732421875,156.39999389648438,154.57000732421875,156.27000427246094,156.06614685058594,4966300
2019-07-11,156.82000732421875,159.3000030517578,156.6199951171875,158.89999389648438,158.6927032470703,7083200
2019-07-12,159.39999389648438,159.6199951171875,157.39999389648438,158.0800018310547,157.873779296875,4348000
2019-07-15,158.75999450683594,159.83999633789062,157.47999572753906,159.64999389648438,159.4417266845703,3603700
2019-07-16,159.9600067138672,161.61000061035156,156.8000030517578,157.1300048828125,156.92501831054688,6913100
2019-07-17,157.67999267578125,159.9199981689453,157.66000366210938,158.24000549316406,158.0335693359375,4160500
2019-07-18,157.0,158.5800018310547,156.2100067138672,157.97999572753906,157.77389526367188,3724000
2019-07-19,159.72999572753906,160.74000549316406,156.2899932861328,156.75,156.54550170898438,5218800
2019-07-22,157.64999389648438,159.0500030517578,157.14999389648438,157.6999969482422,157.4942626953125,2909500
2019-07-23,157.97999572753906,158.4499969482422,155.27999877929688,156.25,156.04615783691406,4865800
2019-07-24,155.97999572753906,160.25,155.6999969482422,159.75,159.54159545898438,4110500
2019-07-25,160.1199951171875,161.1300048828125,158.6699981689453,159.35000610351562,159.14212036132812,6934500
2019-07-26,159.55999755859375,160.82000732421875,158.72999572753906,159.97000122070312,159.7613067626953,4979100
2019-07-29,160.39999389648438,161.1999969482422,155.52000427246094,156.2100067138672,156.0062255859375,8880500
2019-07-30,155.33999633789062,158.22000122070312,154.6199951171875,156.9600067138672,156.7552490234375,4241600
2019-07-31,157.38999938964844,157.88999938964844,152.3000030517578,154.5,154.29844665527344,7454200
2019-08-01,154.72999572753906,157.77999877929688,150.41000366210938,150.80999755859375,150.61325073242188,26124700
2019-08-02,149.8000030517578,149.89999389648438,145.30999755859375,145.6999969482422,145.50991821289062,13138900
2019-08-05,141.33999633789062,143.75,139.8000030517578,142.82000732421875,142.63368225097656,13070100
2019-08-06,143.7899932861328,144.9600067138672,141.9600067138672,142.8000030517578,142.61370849609375,6694000
2019-08-07,140.92999267578125,143.10000610351562,139.05999755859375,141.63999938964844,141.45521545410156,7635500
2019-08-08,143.52000427246094,144.9600067138672,142.32000732421875,143.82000732421875,143.63238525390625,8670300
2019-08-09,143.61000061035156,144.47000122070312,141.69000244140625,143.3699951171875,143.18295288085938,5286700
2019-08-12,141.5500030517578,141.97000122070312,140.0500030517578,140.72000122070312,140.5364227294922,4389500
2019-08-13,140.92999267578125,145.0,140.42999267578125,143.8800048828125,143.6923065185547,5205800
2019-08-14,141.2899932861328,142.36000061035156,137.8699951171875,139.72000122070312,139.5377197265625,8607800
2019-08-15,141.10000610351562,143.3000030517578,139.75,142.1300048828125,141.944580078125,6647700
2019-08-16,143.05999755859375,145.33999633789062,142.52000427246094,143.88999938964844,143.70228576660156,5341100
2019-08-19,145.60000610351562,146.13999938964844,142.8800048828125,143.6699981689453,143.48257446289062,4632100
2019-08-20,144.16000366210938,146.5,143.05999755859375,145.5399932861328,145.35012817382812,6259200
2019-08-21,146.89999389648438,148.38999938964844,146.16000366210938,147.3800048828125,147.187744140625,6142400
2019-08-22,149.49000549316406,149.89999389648438,145.47000122070312,148.24000549316406,148.04661560058594,11744500
2019-08-23,157.6999969482422,158.4199981689453,150.64999389648438,151.57000732421875,151.3722686767578,26531900
